start_time,machine_id,metric_value
2024-06-15 16:13:00,1,0.0016991855
2024-06-15 16:13:30,1,0.3138798
2024-06-15 16:14:00,1,0.36646476
2024-06-15 16:14:30,1,0.34774357
2024-06-15 16:15:00,1,0.29550055
2024-06-15 16:15:30,1,0.12812017
2024-06-15 16:16:00,1,0.033074882
2024-06-15 16:16:30,1,0.019710453
2024-06-15 16:17:00,1,0.11487537
2024-06-15 16:17:30,1,0.3048634
2024-06-15 16:18:00,1,0.33431697
2024-06-15 16:18:30,1,0.3298537
2024-06-15 16:19:00,1,0.29979584
2024-06-15 16:19:30,1,0.12722759
2024-06-15 16:20:00,1,0.024544002
2024-06-15 16:20:30,1,0.026450114
2024-06-15 16:21:00,1,0.101452135
2024-06-15 16:21:30,1,0.28962213
2024-06-15 16:22:00,1,0.33693185
2024-06-15 16:22:30,1,0.34446803
2024-06-15 16:23:00,1,0.28042403
2024-06-15 16:23:30,1,0.12479204
2024-06-15 16:24:00,1,0.022429312
2024-06-15 16:24:30,1,0.030612875
2024-06-15 16:25:00,1,0.0970239
