start_time,machine_id,metric_value
2024-07-07 11:56:45,1,0.00035277635
2024-07-07 11:57:00,1,0.2280741
2024-07-07 11:57:15,1,0.29870787
2024-07-07 11:57:30,1,0.37194562
2024-07-07 11:57:45,1,0.34506226
2024-07-07 11:58:00,1,0.34403756
2024-07-07 11:58:15,1,0.41259822
2024-07-07 11:58:30,1,0.463863
2024-07-07 11:58:45,1,0.3901837
2024-07-07 11:59:00,1,0.35676205
2024-07-07 11:59:15,1,0.32610488
2024-07-07 11:59:30,1,0.3053705
2024-07-07 11:59:45,1,0.39186418
2024-07-07 12:00:00,1,0.41514242
2024-07-07 12:00:15,1,0.30967084
2024-07-07 12:00:30,1,0.24998078
2024-07-07 12:00:45,1,0.3182339
2024-07-07 12:01:00,1,0.38333133
2024-07-07 12:01:15,1,0.3468049
2024-07-07 12:01:30,1,0.3280485
2024-07-07 12:01:45,1,0.4119589
2024-07-07 12:02:00,1,0.4763981
2024-07-07 12:02:15,1,0.5072962
2024-07-07 12:02:30,1,0.5426741
2024-07-07 12:02:45,1,0.4803886
2024-07-07 12:03:00,1,0.50147676
2024-07-07 12:03:15,1,0.62594134
2024-07-07 12:03:30,1,0.66592467
2024-07-07 12:03:45,1,0.6006399
2024-07-07 12:04:00,1,0.59772456
2024-07-07 12:04:15,1,0.7209714
2024-07-07 12:04:30,1,0.7673121
2024-07-07 12:04:45,1,0.70460695
2024-07-07 12:05:00,1,0.7091839
2024-07-07 12:05:15,1,0.8035034
2024-07-07 12:05:30,1,0.88831896
2024-07-07 12:05:45,1,0.93798786
2024-07-07 12:06:00,1,0.92002726
2024-07-07 12:06:15,1,0.86729056
2024-07-07 12:06:30,1,0.87972736
2024-07-07 12:06:45,1,0.95589346
2024-07-07 12:07:00,1,0.9904272
2024-07-07 12:07:15,1,0.97454906
2024-07-07 12:07:30,1,0.98470014
2024-07-07 12:07:45,1,0.9925704
2024-07-07 12:08:00,1,1.0008273
2024-07-07 12:08:15,1,1.0005239
2024-07-07 12:08:30,1,1.0019857
2024-07-07 12:08:45,1,0.9856219
2024-07-07 12:09:00,1,0.99887455
2024-07-07 12:09:15,1,1.0006326
2024-07-07 12:09:30,1,0.9970373
2024-07-07 12:09:45,1,0.9997722
2024-07-07 12:10:00,1,1.0018684
2024-07-07 12:10:15,1,1.000173
2024-07-07 12:10:30,1,0.99909747
2024-07-07 12:10:45,1,0.99911195
2024-07-07 12:11:00,1,0.99939907
2024-07-07 12:11:15,1,0.9996152
2024-07-07 12:11:30,1,1.0009569
2024-07-07 12:11:45,1,0.9972804
2024-07-07 12:12:00,1,1.0016867
2024-07-07 12:12:15,1,0.9100774
2024-07-07 12:12:30,1,0.83557135
2024-07-07 12:12:45,1,0.90741205
2024-07-07 12:13:00,1,0.8457239
2024-07-07 12:13:15,1,0.69011235
2024-07-07 12:13:30,1,0.58019054
2024-07-07 12:13:45,1,0.4851574
2024-07-07 12:14:00,1,0.43871668
2024-07-07 12:14:15,1,0.3706504
2024-07-07 12:14:30,1,0.06453067
2024-07-07 12:14:45,1,0.0003285084
