start_time,machine_id,metric_value
2024-07-07 11:56:45,1,0.655664
2024-07-07 11:57:00,1,70.48081
2024-07-07 11:57:15,1,123.34506
2024-07-07 11:57:30,1,149.08145
2024-07-07 11:57:45,1,146.77522
2024-07-07 11:58:00,1,143.48676
2024-07-07 11:58:15,1,168.11218
2024-07-07 11:58:30,1,181.677
2024-07-07 11:58:45,1,158.59354
2024-07-07 11:59:00,1,148.55266
2024-07-07 11:59:15,1,135.79922
2024-07-07 11:59:30,1,135.11708
2024-07-07 11:59:45,1,160.4445
2024-07-07 12:00:00,1,166.3371
2024-07-07 12:00:15,1,131.6703
2024-07-07 12:00:30,1,106.478745
2024-07-07 12:00:45,1,136.73587
2024-07-07 12:01:00,1,154.08919
2024-07-07 12:01:15,1,146.54665
2024-07-07 12:01:30,1,145.68436
2024-07-07 12:01:45,1,170.35405
2024-07-07 12:02:00,1,188.21346
2024-07-07 12:02:15,1,201.09398
2024-07-07 12:02:30,1,216.02588
2024-07-07 12:02:45,1,189.2654
2024-07-07 12:03:00,1,194.57819
2024-07-07 12:03:15,1,243.5294
2024-07-07 12:03:30,1,256.75137
2024-07-07 12:03:45,1,241.68616
2024-07-07 12:04:00,1,238.4024
2024-07-07 12:04:15,1,283.84418
2024-07-07 12:04:30,1,296.72656
2024-07-07 12:04:45,1,274.213
2024-07-07 12:05:00,1,278.79922
2024-07-07 12:05:15,1,314.9007
2024-07-07 12:05:30,1,335.5968
2024-07-07 12:05:45,1,353.27496
2024-07-07 12:06:00,1,353.1122
2024-07-07 12:06:15,1,328.30032
2024-07-07 12:06:30,1,323.32288
2024-07-07 12:06:45,1,357.22906
2024-07-07 12:07:00,1,377.21198
2024-07-07 12:07:15,1,375.16028
2024-07-07 12:07:30,1,371.79373
2024-07-07 12:07:45,1,449.14053
2024-07-07 12:08:00,1,473.6116
2024-07-07 12:08:15,1,439.54337
2024-07-07 12:08:30,1,407.26776
2024-07-07 12:08:45,1,447.13226
2024-07-07 12:09:00,1,456.71017
2024-07-07 12:09:15,1,462.98065
2024-07-07 12:09:30,1,458.05048
2024-07-07 12:09:45,1,451.24664
2024-07-07 12:10:00,1,458.8597
2024-07-07 12:10:15,1,448.17944
2024-07-07 12:10:30,1,445.82135
2024-07-07 12:10:45,1,456.1097
2024-07-07 12:11:00,1,456.76254
2024-07-07 12:11:15,1,453.01968
2024-07-07 12:11:30,1,455.93927
2024-07-07 12:11:45,1,453.54227
2024-07-07 12:12:00,1,431.4983
2024-07-07 12:12:15,1,364.2919
2024-07-07 12:12:30,1,322.38925
2024-07-07 12:12:45,1,334.81116
2024-07-07 12:13:00,1,328.49133
2024-07-07 12:13:15,1,274.8912
2024-07-07 12:13:30,1,224.19926
2024-07-07 12:13:45,1,191.3432
2024-07-07 12:14:00,1,173.3623
2024-07-07 12:14:15,1,152.84503
2024-07-07 12:14:30,1,45.116524
2024-07-07 12:14:45,1,0.81618065
